run_id,model_name,vector_a,vector_a_type,vector_a_family,vector_b,vector_b_type,vector_b_family,cosine
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__gcg,jailbreak,gcg,0.43961626291275024
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__ijp,jailbreak,ijp,0.625933051109314
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__pair,jailbreak,pair,0.7398108839988708
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__puzzler,jailbreak,puzzler,0.4946843981742859
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__saa,jailbreak,saa,0.5106179714202881
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__zulu,jailbreak,zulu,0.14761583507061005
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__autodan,jailbreak,autodan,toxic,toxic,toxic,-0.6520187854766846
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__base64,jailbreak,base64,1.0000001192092896
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__drattack,jailbreak,drattack,0.5018100738525391
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__gcg,jailbreak,gcg,0.5018939971923828
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__ijp,jailbreak,ijp,0.5974414944648743
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__pair,jailbreak,pair,0.4522445499897003
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__puzzler,jailbreak,puzzler,0.478692889213562
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__saa,jailbreak,saa,0.4859013855457306
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__zulu,jailbreak,zulu,0.18195845186710358
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__base64,jailbreak,base64,toxic,toxic,toxic,-0.6101315021514893
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__drattack,jailbreak,drattack,jailbreak__drattack,jailbreak,drattack,1.000000238418579
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__drattack,jailbreak,drattack,jailbreak__gcg,jailbreak,gcg,0.5007447004318237
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__drattack,jailbreak,drattack,jailbreak__ijp,jailbreak,ijp,0.700607180595398
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__drattack,jailbreak,drattack,jailbreak__pair,jailbreak,pair,0.7902134656906128
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__drattack,jailbreak,drattack,jailbreak__puzzler,jailbreak,puzzler,0.568766176700592
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__drattack,jailbreak,drattack,jailbreak__saa,jailbreak,saa,0.7032964825630188
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__drattack,jailbreak,drattack,jailbreak__zulu,jailbreak,zulu,0.12276267260313034
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__drattack,jailbreak,drattack,toxic,toxic,toxic,-0.7256519198417664
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__gcg,jailbreak,gcg,jailbreak__gcg,jailbreak,gcg,1.000000238418579
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__gcg,jailbreak,gcg,jailbreak__ijp,jailbreak,ijp,0.7500320672988892
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__gcg,jailbreak,gcg,jailbreak__pair,jailbreak,pair,0.3428919017314911
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__gcg,jailbreak,gcg,jailbreak__puzzler,jailbreak,puzzler,0.5055835247039795
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__gcg,jailbreak,gcg,jailbreak__saa,jailbreak,saa,0.6294236183166504
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__gcg,jailbreak,gcg,jailbreak__zulu,jailbreak,zulu,0.1702370047569275
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__gcg,jailbreak,gcg,toxic,toxic,toxic,-0.5068767666816711
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__ijp,jailbreak,ijp,jailbreak__ijp,jailbreak,ijp,1.0000001192092896
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__ijp,jailbreak,ijp,jailbreak__pair,jailbreak,pair,0.6272434592247009
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__ijp,jailbreak,ijp,jailbreak__puzzler,jailbreak,puzzler,0.623494029045105
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__ijp,jailbreak,ijp,jailbreak__saa,jailbreak,saa,0.7087522745132446
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__ijp,jailbreak,ijp,jailbreak__zulu,jailbreak,zulu,0.2425992339849472
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__ijp,jailbreak,ijp,toxic,toxic,toxic,-0.7454475164413452
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__pair,jailbreak,pair,jailbreak__pair,jailbreak,pair,1.000000238418579
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__pair,jailbreak,pair,jailbreak__puzzler,jailbreak,puzzler,0.533968448638916
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__pair,jailbreak,pair,jailbreak__saa,jailbreak,saa,0.5016009211540222
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__pair,jailbreak,pair,jailbreak__zulu,jailbreak,zulu,0.11978113651275635
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__pair,jailbreak,pair,toxic,toxic,toxic,-0.835020899772644
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__puzzler,jailbreak,puzzler,jailbreak__puzzler,jailbreak,puzzler,1.0000003576278687
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__puzzler,jailbreak,puzzler,jailbreak__saa,jailbreak,saa,0.5030615329742432
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__puzzler,jailbreak,puzzler,jailbreak__zulu,jailbreak,zulu,0.17958930134773254
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__puzzler,jailbreak,puzzler,toxic,toxic,toxic,-0.6481655836105347
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__saa,jailbreak,saa,jailbreak__saa,jailbreak,saa,1.0000001192092896
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__saa,jailbreak,saa,jailbreak__zulu,jailbreak,zulu,0.13032324612140656
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__saa,jailbreak,saa,toxic,toxic,toxic,-0.5869619250297546
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__zulu,jailbreak,zulu,jailbreak__zulu,jailbreak,zulu,1.000000238418579
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,jailbreak__zulu,jailbreak,zulu,toxic,toxic,toxic,-0.22272080183029175
jbshield-qwen-phase2-qwen2.5-32b-instruct,qwen2.5-32b-instruct,toxic,toxic,toxic,toxic,toxic,toxic,1.0
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__autodan,jailbreak,autodan,jailbreak__autodan,jailbreak,autodan,1.0
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__autodan,jailbreak,autodan,jailbreak__base64,jailbreak,base64,0.4882960319519043
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__autodan,jailbreak,autodan,jailbreak__drattack,jailbreak,drattack,0.08008413016796112
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__autodan,jailbreak,autodan,jailbreak__gcg,jailbreak,gcg,-0.7254815697669983
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__autodan,jailbreak,autodan,jailbreak__ijp,jailbreak,ijp,-0.5980764031410217
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__autodan,jailbreak,autodan,jailbreak__pair,jailbreak,pair,-0.2740619480609894
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__autodan,jailbreak,autodan,jailbreak__puzzler,jailbreak,puzzler,0.21031151711940765
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__autodan,jailbreak,autodan,jailbreak__saa,jailbreak,saa,0.23390333354473114
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__autodan,jailbreak,autodan,jailbreak__zulu,jailbreak,zulu,0.7664124965667725
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__autodan,jailbreak,autodan,toxic,toxic,toxic,0.5700718760490417
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__base64,jailbreak,base64,jailbreak__base64,jailbreak,base64,1.000000238418579
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__base64,jailbreak,base64,jailbreak__drattack,jailbreak,drattack,0.167821004986763
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__base64,jailbreak,base64,jailbreak__gcg,jailbreak,gcg,-0.5060917139053345
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__base64,jailbreak,base64,jailbreak__ijp,jailbreak,ijp,-0.3679451048374176
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__base64,jailbreak,base64,jailbreak__pair,jailbreak,pair,-0.12195423245429993
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__base64,jailbreak,base64,jailbreak__puzzler,jailbreak,puzzler,0.25082477927207947
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__base64,jailbreak,base64,jailbreak__saa,jailbreak,saa,0.21553440392017365
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__base64,jailbreak,base64,jailbreak__zulu,jailbreak,zulu,0.5461015105247498
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__base64,jailbreak,base64,toxic,toxic,toxic,0.4102545380592346
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__drattack,jailbreak,drattack,jailbreak__drattack,jailbreak,drattack,0.9999998807907104
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__drattack,jailbreak,drattack,jailbreak__gcg,jailbreak,gcg,-0.0638677254319191
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__drattack,jailbreak,drattack,jailbreak__ijp,jailbreak,ijp,0.05170353502035141
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__drattack,jailbreak,drattack,jailbreak__pair,jailbreak,pair,0.170577272772789
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__drattack,jailbreak,drattack,jailbreak__puzzler,jailbreak,puzzler,0.034576766192913055
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__drattack,jailbreak,drattack,jailbreak__saa,jailbreak,saa,0.004043074790388346
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__drattack,jailbreak,drattack,jailbreak__zulu,jailbreak,zulu,0.04954053834080696
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__drattack,jailbreak,drattack,toxic,toxic,toxic,0.021556194871664047
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__gcg,jailbreak,gcg,jailbreak__gcg,jailbreak,gcg,1.0000004768371582
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__gcg,jailbreak,gcg,jailbreak__ijp,jailbreak,ijp,0.7305980920791626
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__gcg,jailbreak,gcg,jailbreak__pair,jailbreak,pair,0.40383780002593994
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__gcg,jailbreak,gcg,jailbreak__puzzler,jailbreak,puzzler,-0.24752771854400635
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__gcg,jailbreak,gcg,jailbreak__saa,jailbreak,saa,-0.3071707487106323
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__gcg,jailbreak,gcg,jailbreak__zulu,jailbreak,zulu,-0.8682637810707092
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__gcg,jailbreak,gcg,toxic,toxic,toxic,-0.6302799582481384
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__ijp,jailbreak,ijp,jailbreak__ijp,jailbreak,ijp,1.0
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__ijp,jailbreak,ijp,jailbreak__pair,jailbreak,pair,0.533095121383667
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__ijp,jailbreak,ijp,jailbreak__puzzler,jailbreak,puzzler,-0.18170110881328583
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__ijp,jailbreak,ijp,jailbreak__saa,jailbreak,saa,-0.22884395718574524
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__ijp,jailbreak,ijp,jailbreak__zulu,jailbreak,zulu,-0.8058882355690002
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__ijp,jailbreak,ijp,toxic,toxic,toxic,-0.48170945048332214
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__pair,jailbreak,pair,jailbreak__pair,jailbreak,pair,1.0000001192092896
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__pair,jailbreak,pair,jailbreak__puzzler,jailbreak,puzzler,-0.07725881040096283
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__pair,jailbreak,pair,jailbreak__saa,jailbreak,saa,-0.11713582277297974
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__pair,jailbreak,pair,jailbreak__zulu,jailbreak,zulu,-0.47959378361701965
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__pair,jailbreak,pair,toxic,toxic,toxic,-0.27072542905807495
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__puzzler,jailbreak,puzzler,jailbreak__puzzler,jailbreak,puzzler,0.9999998807907104
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__puzzler,jailbreak,puzzler,jailbreak__saa,jailbreak,saa,0.12893074750900269
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__puzzler,jailbreak,puzzler,jailbreak__zulu,jailbreak,zulu,0.25022605061531067
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__puzzler,jailbreak,puzzler,toxic,toxic,toxic,0.16184498369693756
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__saa,jailbreak,saa,jailbreak__saa,jailbreak,saa,1.000000238418579
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__saa,jailbreak,saa,jailbreak__zulu,jailbreak,zulu,0.28868430852890015
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__saa,jailbreak,saa,toxic,toxic,toxic,0.20204214751720428
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__zulu,jailbreak,zulu,jailbreak__zulu,jailbreak,zulu,1.000000238418579
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,jailbreak__zulu,jailbreak,zulu,toxic,toxic,toxic,0.6346942186355591
jbshield-qwen-phase2-qwen2.5-7b,qwen2.5-7b,toxic,toxic,toxic,toxic,toxic,toxic,1.0
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__autodan,jailbreak,autodan,1.000000238418579
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__base64,jailbreak,base64,0.39269527792930603
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__drattack,jailbreak,drattack,0.5869593620300293
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__gcg,jailbreak,gcg,0.6999458074569702
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__ijp,jailbreak,ijp,0.761661171913147
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__pair,jailbreak,pair,0.6724308133125305
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__puzzler,jailbreak,puzzler,0.5720873475074768
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__saa,jailbreak,saa,0.5425501465797424
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__autodan,jailbreak,autodan,jailbreak__zulu,jailbreak,zulu,0.3459244668483734
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__autodan,jailbreak,autodan,toxic,toxic,toxic,-0.6050721406936646
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__base64,jailbreak,base64,1.0000001192092896
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__drattack,jailbreak,drattack,0.43325331807136536
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__gcg,jailbreak,gcg,0.4535132646560669
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__ijp,jailbreak,ijp,0.533513069152832
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__pair,jailbreak,pair,0.4660058617591858
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__puzzler,jailbreak,puzzler,0.4486265182495117
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__saa,jailbreak,saa,0.4192430078983307
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__base64,jailbreak,base64,jailbreak__zulu,jailbreak,zulu,0.33207157254219055
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__base64,jailbreak,base64,toxic,toxic,toxic,-0.5357279777526855
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__drattack,jailbreak,drattack,jailbreak__drattack,jailbreak,drattack,1.0
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__drattack,jailbreak,drattack,jailbreak__gcg,jailbreak,gcg,0.589864194393158
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__drattack,jailbreak,drattack,jailbreak__ijp,jailbreak,ijp,0.7206435203552246
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__drattack,jailbreak,drattack,jailbreak__pair,jailbreak,pair,0.6617283225059509
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__drattack,jailbreak,drattack,jailbreak__puzzler,jailbreak,puzzler,0.5907278060913086
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__drattack,jailbreak,drattack,jailbreak__saa,jailbreak,saa,0.7520363330841064
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__drattack,jailbreak,drattack,jailbreak__zulu,jailbreak,zulu,0.31918999552726746
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__drattack,jailbreak,drattack,toxic,toxic,toxic,-0.6544950008392334
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__gcg,jailbreak,gcg,jailbreak__gcg,jailbreak,gcg,1.000000238418579
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__gcg,jailbreak,gcg,jailbreak__ijp,jailbreak,ijp,0.772855281829834
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__gcg,jailbreak,gcg,jailbreak__pair,jailbreak,pair,0.5638975501060486
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__gcg,jailbreak,gcg,jailbreak__puzzler,jailbreak,puzzler,0.5344578623771667
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__gcg,jailbreak,gcg,jailbreak__saa,jailbreak,saa,0.5524733066558838
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__gcg,jailbreak,gcg,jailbreak__zulu,jailbreak,zulu,0.4179370701313019
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__gcg,jailbreak,gcg,toxic,toxic,toxic,-0.5725218653678894
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__ijp,jailbreak,ijp,jailbreak__ijp,jailbreak,ijp,0.9999998807907104
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__ijp,jailbreak,ijp,jailbreak__pair,jailbreak,pair,0.7638819813728333
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__ijp,jailbreak,ijp,jailbreak__puzzler,jailbreak,puzzler,0.7239720821380615
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__ijp,jailbreak,ijp,jailbreak__saa,jailbreak,saa,0.6803987622261047
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__ijp,jailbreak,ijp,jailbreak__zulu,jailbreak,zulu,0.42491790652275085
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__ijp,jailbreak,ijp,toxic,toxic,toxic,-0.7832047939300537
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__pair,jailbreak,pair,jailbreak__pair,jailbreak,pair,1.0
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__pair,jailbreak,pair,jailbreak__puzzler,jailbreak,puzzler,0.6613563895225525
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__pair,jailbreak,pair,jailbreak__saa,jailbreak,saa,0.5693507790565491
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__pair,jailbreak,pair,jailbreak__zulu,jailbreak,zulu,0.396240770816803
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__pair,jailbreak,pair,toxic,toxic,toxic,-0.863942563533783
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__puzzler,jailbreak,puzzler,jailbreak__puzzler,jailbreak,puzzler,0.9999997019767761
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__puzzler,jailbreak,puzzler,jailbreak__saa,jailbreak,saa,0.5911951065063477
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__puzzler,jailbreak,puzzler,jailbreak__zulu,jailbreak,zulu,0.30820292234420776
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__puzzler,jailbreak,puzzler,toxic,toxic,toxic,-0.6984975337982178
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__saa,jailbreak,saa,jailbreak__saa,jailbreak,saa,1.0
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__saa,jailbreak,saa,jailbreak__zulu,jailbreak,zulu,0.2662341594696045
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__saa,jailbreak,saa,toxic,toxic,toxic,-0.5722411870956421
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__zulu,jailbreak,zulu,jailbreak__zulu,jailbreak,zulu,0.9999999403953552
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,jailbreak__zulu,jailbreak,zulu,toxic,toxic,toxic,-0.4285386800765991
jbshield-qwen-phase2-qwen2.5-7b-instruct,qwen2.5-7b-instruct,toxic,toxic,toxic,toxic,toxic,toxic,1.0000001192092896
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__autodan,jailbreak,autodan,jailbreak__autodan,jailbreak,autodan,1.000000238418579
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__autodan,jailbreak,autodan,jailbreak__base64,jailbreak,base64,0.5322993993759155
